f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,label
9999.0,0.06008427082001455,0.38103658025014275,0.42752515033272387,0.6038423835659444,0.21891776282798403,0.10691415984790864,0.6254278461130796,0.6934903796846702,0.36691692381826335,0.263406846157214,0.026405241420681236,0.01874263276831445,0.07954876794945431,0.38932119889114936,0.9851111978257814,0.6106604423369028,0.5156006104131865,0.16580084943605156,0.20236229926461435,0.07030198586941006,0.8053360300639184,0.15544536985514557,0.5710013846701454,0.9874493466644401,0.07971761716306658,0.6804074339086381,0.4959738466688731,0.058407372443447736,0.10539244963796035,0.2882792394695305,0.9956680677221129,0.8134092347474257,0.37078141951012134,0.3610004323340692,0.9252239327599864,0.06142101673635547,0.9506218588621441,0.7922858634808557,0.823015882136191,0.45956671456327935,0.751507692715786,0.3752290372548067,0.9925125844700518,0.680122873130496,0.879567577420748,0.7738148813132495,0.6417290646560281,0.27131994429500417,0.8535321903526008,0.039245655231500476,0.12798664595155274,0.21987052215418657,0.7991459306633326,0.4028186709946632,0.3184282582111826,0.7169833492360199,0.9711058761095976,0.48172186299739184,0.8524306348818725,0.6049443055900879,0.946282033481379,0.9203634573513316,0.40497927150324675,0.6857013442247536,0.23164369494771708,0.610562201210755,0.38603630805473366,0.7839821956715022,0.16279084906175756,Attack
0.9053250854022388,0.41153236245854197,0.5060079824628224,0.6903599767441406,0.7616789947146658,0.32279742997906213,0.8670988057338049,0.8690034794883468,0.9439274503418148,0.18430261400006642,0.7547874463709652,0.3734554332102399,0.5905253209444039,0.3031037732084999,0.3734857820810681,0.8903622291876397,0.28508158943440287,0.7035424309350073,0.4913972431834006,0.6692846715822673,0.31050536015495034,0.6063018613720895,0.07575078005907976,0.9208700120560593,0.2283638375466781,0.6165879518967124,0.4042692735027299,0.8514129209326301,0.6112279183450822,0.6626101884640531,0.6482358370979158,0.5863572779216889,0.6969709305203022,0.530591865462197,0.08191325688279649,0.9079236381279101,0.3633779915567411,0.022294372345953772,0.9554260012262136,0.3423827389899077,0.18786749631233512,0.5499609511999641,0.39959778365196996,0.7333375143649322,0.8074753751901854,0.6806101151214181,0.9013940523831411,0.025545692654749597,0.6369380012168415,0.9962436283584487,0.15548766802738279,0.3943304441411789,0.6524940568083296,0.42098459270722444,0.4514462771169355,0.8680679778533342,0.18894753733884007,0.8178372837650305,0.6768750646373493,0.4629295849955417,0.6577252021757294,0.19727840575263178,0.624381643947235,0.804594657867875,0.8458753525280915,0.08148014515312196,0.08400780780242567,0.04028510002107555,0.3737251732332617,0.3091282088564764,Normal
0.7913345140410879,0.4946677975595988,0.7669258092863417,0.4987744039195494,0.8563694159101973,0.5482235725494587,0.32736920480539733,0.6546049124341586,0.7212529573859946,0.25359398565955915,0.33397247375191064,0.34272223056378703,0.5717815002205596,0.11138173793061479,0.9425195889495754,0.3574490038831225,0.5902334191269655,0.06986197598235422,0.3219129795550493,0.12003315589423136,0.2059827253063654,0.5481903125220046,0.201390165898647,0.2838922337415489,0.8850871771383597,0.6556110808544872,0.8515848132736799,0.2584835080149388,0.3202887498512387,0.311511725898303,0.1946618353133197,0.8729203165306966,0.18494856053368436,0.49659600110993773,0.39875544883299074,0.818203906794369,0.3414717394335959,0.696249722979941,0.2945308568078763,0.8695392738684128,0.2722745209916667,0.5212115633664499,0.6901687909682677,0.40153361552061495,0.6459912200510772,0.982947046605685,0.5848907955026608,0.5745778461564195,0.005102336179904632,0.017833704750123913,0.9297685809573069,0.45936655864017173,0.1367237133516852,0.37544886388378584,0.29932205843654314,0.9440679886016802,0.8549876191300788,0.5874934176422936,0.1943362220038266,0.877909218276607,0.2505687341393269,0.9502205947132301,0.9484136306252997,0.8625450067586448,0.1819092298021362,0.229238683396924,0.8699751227085019,0.3863986899533207,0.528094849963201,0.5063047385192787,Normal
0.8070379695141572,0.9756459842681832,0.5860345670325605,0.889842450949574,0.47631221630859144,8888.0,0.7260549025882455,0.09144702793903903,0.595620631377817,0.6958600008090196,0.02150276059627787,0.35730682482285314,0.9717306657255039,0.5701275778315189,0.690901174818138,0.6920725245667577,0.8074146788423648,0.7351770446544085,0.9015475967357686,0.10718725015747543,0.6617934236757951,0.8218606559591841,0.014906093367438866,0.567449123773336,0.08905164415080569,0.6289844981718766,0.34349139306163234,0.10811676330526698,0.8538083773248828,0.535445199611811,0.7825666612086851,0.3313883624784858,0.13665187077021146,0.4585202554422675,0.02664092211717073,0.9878001116365798,0.5207005326318159,0.1786265298951527,0.10561529155817262,0.009736673383919814,0.9150964497691637,0.10573344865989598,0.7703496705542019,0.9624677348097016,0.08242933501095306,0.13617633213162894,0.42755834862893594,0.40411549329668595,0.41751964828691623,0.10875648856623132,0.658439261198293,0.5400812265452651,0.5514113046242147,0.3214563283881092,0.24036363750081524,0.8754884447162811,0.6700799155237939,0.12996236082541346,0.4210464562076939,0.4063627141515316,0.9083482765779515,0.47452924073451497,0.6542367331010946,0.012162508315078036,0.8435710212729834,0.9774709222307523,0.7570208009621876,0.6921938421342075,0.258659674165474,0.2642183870748581,Attack
0.9799076664851105,0.3765563552459038,0.4308402302913692,0.9423340183007,0.2429302358326495,0.36864528992019563,0.3351710422761416,0.7788406527839203,0.40709888942930084,0.38518008762836753,0.337140926434069,0.5725573051191356,0.8558142493807351,0.32411317960779706,0.5695364883102924,0.20908685055580434,0.23266208269082833,0.7135589957179834,0.0903800869293071,0.05564031179782747,0.7924328975808953,0.07389900974644092,0.5194851178538981,0.45146313198346966,0.4299355104026612,0.3153561799816256,0.6160434935186047,0.6060664153151022,0.6675727793255148,0.1754670788684134,0.24418520575734282,0.49389129368220464,0.03356850621354024,0.15051612731702713,0.09249473431107103,0.32455010505186976,0.05945353371726436,0.06493374971905541,0.551053411252125,0.9512023722244717,0.26045104922646234,0.6368073733599449,0.49983302851006506,0.6584208120029718,0.11636531138651529,0.3057143855168666,0.5306712607591992,0.07752158481889992,0.42841784916977854,0.5976058832255219,0.9736220294916883,0.15637175612898002,0.058703813856939235,0.5283996334534516,0.9987699888709521,0.2826279440210351,0.5515727908043392,0.9352177895974417,0.9919711338500303,0.42505629058237837,0.08868426771929805,0.10304664287150989,0.591939687399776,0.16754674522511104,0.10703092902068578,0.671134575134369,0.73668988230951,0.9283203915141155,0.32895932509485026,0.2343139654665064,Normal
0.3339649492714598,0.257608935288017,0.4489998629711287,0.3568054358091681,0.20951197107591601,0.17983112134944657,0.421326730857978,0.30530263690984705,0.9446659526307007,0.39239882289860395,0.7367083888088595,0.8988716385009112,0.02483751248731858,0.18543337959794293,0.8409660441330962,0.6013356778773905,0.7026826020483614,0.3423742660487178,0.5560554670257878,0.29677643119202446,0.0796275087943038,0.855770809324886,0.3979255276282907,0.28488126571550687,0.46239835680025565,0.332859447965957,0.9110450767487291,0.23565418163245389,0.6643379716280605,0.20640692365633118,0.39802377160858493,0.8160595499425014,0.33813605938339264,0.3915552590691592,0.6452154907667709,0.5027665474752665,0.7713007057402248,0.06597815628441173,0.5957379741585221,0.7137149339614015,0.6621954955522996,0.47637453447058886,0.5580823071285272,0.5842018661115684,0.016392283596922796,0.7903924498810814,0.3193582316402155,0.5080458570090937,0.5594041651504755,0.139546520521994,0.9040969083235282,0.46875655014943773,0.8333274679409772,0.11618085522395571,0.046562283182822295,0.9359055224080254,0.4187782999545857,0.2679588449169964,0.6256455261506753,0.6614370144822402,0.0627339927120325,0.09345539065761677,0.028256206463217137,0.3576553104379525,0.8583007561204724,0.057986941953271365,0.540348638196732,0.5348549159986894,0.9784501360129901,0.4619135162081224,Normal
0.9205506577499026,0.46239021226558275,0.637006900626298,0.30264897174077965,0.34351967304016384,0.7219745928415255,0.41717138301812673,0.08092280064612523,0.5770139685275056,0.3862870869211946,0.1345063347469172,0.9430896251797387,0.9650539848962268,0.8921049479500944,0.3146827964198201,0.02200463628143212,0.9635388792145588,0.40465621868304147,0.08696530750462494,0.4972917552733995,0.7030724356645816,0.26059053040923785,0.4430863742154685,0.11765960622963656,0.6692323920666869,0.4054293551602306,0.5028124238418918,0.65952969697738,0.018138265695114675,0.30883718113853376,0.8323598886331139,0.991992463369721,0.6197315274478877,0.9266294074321139,0.9840712932367037,0.7069993371425005,0.8249699650044328,0.26675297790085184,0.1610800234541414,0.9022993034929627,0.2392087580436939,0.9103565439523483,0.4898278412959097,0.6275697682076401,0.3190373686400527,0.8810297348913806,0.6467382843853569,0.12047563494963165,0.10850202993263092,0.9971203612453862,0.9227274743492521,0.7443879474655513,0.5342884697895206,0.13611036637108676,0.20501083983590807,0.8278432322119549,0.0459346661324338,0.9954189197081625,0.9300037829101115,0.980546575576989,0.9709328725853537,0.8498319373775993,0.09846976700473342,0.6655140145777453,0.7731413373072755,0.6569302697999544,0.5359306025575837,0.11130444625996605,0.8816480187003396,0.6187071842315149,Normal
0.16283642760225214,0.25458700190717587,7777.0,0.21991770370271646,0.29625701608214317,0.7395438123425822,0.6575109944521919,0.46343457280924294,0.5755396220854919,0.3467245652266451,0.23103384467632038,0.7304727140779815,0.19999994820153477,0.932450135345346,0.21383038740943805,0.25890120480868606,0.8294695515568649,0.2355548982753859,0.036070363320868104,0.8521218240422934,0.7567463059412954,0.540808052037818,0.07288578216794983,0.4292178632291054,0.7130806064928287,0.97357937298105,0.41423270605916507,0.6067162996361727,0.1867623520448698,0.41454068583974635,0.714996153093697,0.6518272854840338,0.35812643029493774,0.45514226790021195,0.7418640817356331,0.08606408886728223,0.46808029311680843,0.9441495677686729,0.18663779644634537,0.09121817091322582,0.4141620646938702,0.268560054413598,0.5454870968835024,0.3301819912253229,0.5423468539210691,0.46547991577409686,0.8656369064781982,0.7615124604267102,0.13134444846146898,0.9453534165328563,0.9617003135407163,0.5528224195739776,0.4781988703941076,0.8409925672075789,0.780163335357957,0.4621559981164367,0.25977187315887906,0.6367312558683447,0.458965864859217,0.17647511308968533,0.9296914825633509,0.2892909311301678,0.5086777492422216,0.9609138249861595,0.20810490219137345,0.54017619890299,0.12738395284689896,0.3258358558823009,0.28667829934326505,0.2875168620021519,Attack
0.5507000862361171,0.34256189096623046,0.3381347065089102,0.8849568625752058,0.5337505238180472,0.09613421109813858,0.6805153762916275,0.3836929335570395,0.8406784587745646,0.9706514454747784,0.9403883778006644,0.12341804352041741,0.1796870646171569,0.5106581311339348,0.20903288323944536,0.2285394763044033,0.31069541495579334,0.3347949539993291,0.38160925392110534,0.7663514520244484,0.8150904054659478,0.3211354800948064,0.5669632507531617,0.994223426949981,0.9497999362635232,0.3774855027912558,0.2592195749718985,0.7566117706989005,0.03999721631227926,0.5734632770720679,0.3127336207752618,0.22632090208676647,0.6108692648954703,0.6020903335332829,0.1264816608140097,0.06461266326746284,0.20257447353241254,0.8087265835217811,0.7697074313429606,0.2207998190817273,0.5725562665829433,0.936678826787843,0.20396483504720908,0.9382220602284266,0.26627063234807613,0.7286660063822802,0.11330002498172875,0.29947306943624885,0.7213386569232354,0.7899281787068348,0.9869835780519476,0.972585434881777,0.06436935895758611,0.6575972652911918,0.7502437730637523,0.44596784008019075,0.5600875552295819,0.36581255660095424,0.9721989356300279,0.45165934299281774,0.945859060709358,0.4863767998689962,0.9179224497103071,0.5776829821413628,0.3277069157836142,0.2616322270450804,0.7506167296274227,0.8827879298138335,0.6949680495047577,0.008594491562282092,Normal
0.7161406103808249,0.7510959764184327,0.31414620880032673,0.1760772042655152,0.7295954482717677,0.15588709660096023,0.48241533278859483,0.3442493819299387,0.3098143169489166,0.48207562695742734,0.10368365380663536,0.9593581120948981,0.7971003244326489,0.6742140312420295,0.9986253787783116,0.02234008801263032,0.9732857956616925,0.5583677625994774,0.44656955916762,0.9556836596808272,0.9418122897513341,0.912760591130892,0.7431088579899542,0.7517110268225152,0.6944765985800319,0.8163116240234866,0.9858082351459484,0.6387682327702764,0.8618741336466488,0.09498948388558648,0.7896516431244415,0.7506739099743509,0.8804843278002351,0.5466218819074201,0.7346088284623006,0.7636286185870758,0.6092489696655885,0.173112236178664,0.43696623833732884,0.6078772607285001,0.004188514435094826,0.8064055134368451,0.4419399897484836,0.4722325445056963,0.4155498290999303,0.08820633030001124,0.8391639377600785,0.42083963813897984,0.5802318768714604,0.1616075363244618,0.08289702792554932,0.24409404248293587,0.28976010620975123,0.6149791258265995,0.48607412254913374,0.6675467221297049,0.16535323712332772,0.3624920926478328,0.9880972456478023,0.2897638042356817,0.34671476832584014,0.13334145078566273,0.7296499159881064,0.8161149864726067,0.8678894955885732,0.5396200361849548,0.7455568332869927,0.26961459283078304,0.5118915114017717,0.3396953810510178,Normal
